,CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
796,796,271,128,12,1248,1637,10
797,797,275,45,20,718,1198,10
798,798,422,409,10,593,1281,10
799,799,146,188,6,4865,5135,10
800,800,93,96,20,745,1179,10
801,801,409,255,23,5916,6383,10
802,802,449,428,25,4989,5106,10
803,803,90,285,40,834,1496,10
804,804,415,95,15,4612,4921,10
805,805,88,287,30,985,1242,10
806,806,379,196,20,635,1037,10
807,807,368,452,16,2676,2804,10
808,808,202,186,20,446,883,10
809,809,435,11,40,1111,1387,10
810,810,269,46,20,911,1357,10
811,811,7,292,10,912,1060,10
812,812,44,496,32,1339,1996,10
813,813,478,99,10,1096,1514,10
814,814,391,99,20,692,960,10
815,815,132,477,25,1293,1446,10
816,816,24,65,10,1378,1665,10
817,817,130,247,17,363,598,10
818,818,133,273,20,428,526,10
819,819,347,62,10,1306,1482,10
820,820,404,140,8,4915,5275,10
821,821,416,420,20,1063,1374,10
822,822,67,335,20,688,1367,10
823,823,92,270,20,1011,1164,10
824,824,411,95,30,797,1265,10
825,825,132,479,11,1014,1047,10
826,826,366,334,5,1525,1877,10
827,827,125,39,20,870,1092,10
828,828,419,422,20,955,1375,10
829,829,460,2,20,1227,1717,10
830,830,67,334,20,913,1054,10
831,831,448,414,23,4836,5066,10
832,832,46,163,8,3618,3911,10
833,833,77,465,11,785,1422,10
834,834,284,319,17,3028,3626,10
835,835,102,422,23,659,1270,10
836,836,240,34,28,6237,6360,10
837,837,141,428,20,683,986,10
838,838,204,269,30,85,314,10
839,839,144,439,30,874,1415,10
840,840,470,417,11,2809,3206,10
841,841,404,103,20,724,1328,10
842,842,5,281,16,5418,5675,10
843,843,487,320,21,3252,3730,10
844,844,398,23,10,853,1315,10
845,845,90,296,20,499,833,10
846,846,386,13,10,1268,1548,10
847,847,115,465,10,923,1296,10
848,848,473,475,10,1494,1965,10
849,849,275,42,30,907,1114,10
850,850,286,356,30,310,585,10
851,851,15,69,10,1175,1278,10
852,852,267,44,20,694,1473,10
853,853,243,399,10,821,1176,10
854,854,390,249,21,2206,2567,10
855,855,210,391,30,458,794,10
856,856,433,15,20,974,1408,10
857,857,24,259,19,1364,1716,10
858,858,12,463,20,1287,1720,10
859,859,237,213,10,577,718,10
860,860,182,480,31,1326,1712,10
861,861,409,88,20,858,1424,10
862,862,244,368,25,1521,1911,10
863,863,381,328,12,2580,3279,10
864,864,213,185,21,74,651,10
865,865,482,141,14,3989,4217,10
866,866,319,124,20,629,915,10
867,867,141,431,30,852,1011,10
868,868,198,264,20,595,647,10
869,869,69,334,30,616,1152,10
870,870,299,98,30,507,947,10
871,871,240,250,10,29,390,10
872,872,199,203,20,5638,6140,10
873,873,459,17,20,1531,1879,10
874,874,423,217,20,902,1152,10
875,875,477,179,20,628,1274,10
876,876,213,397,10,804,1055,10
877,877,405,187,34,4778,5347,10
878,878,269,402,20,800,943,10
879,879,53,204,8,4163,4397,10
880,880,13,394,15,1519,1581,10
881,881,15,68,10,882,1660,10
882,882,56,268,28,4142,4489,10
883,883,360,184,10,793,1099,10
884,884,307,102,40,719,1079,10
885,885,130,57,40,882,1098,10
886,886,250,328,24,934,1175,10
887,887,91,231,30,608,1114,10
888,888,479,176,20,820,1191,10
889,889,420,224,10,1547,2004,10
890,890,461,182,13,2345,2807,10
891,891,418,218,20,919,1338,10
892,892,419,418,10,957,1154,10
893,893,336,493,20,5857,6207,10
894,894,389,300,10,426,924,10
895,895,92,76,4,4538,4693,10
896,896,476,102,20,1237,1572,10
897,897,418,399,20,1589,2033,10
898,898,109,56,27,691,1228,10
899,899,13,465,31,2954,3354,10
900,900,92,232,10,550,983,10
901,901,394,47,5,1305,1318,10
902,902,16,287,12,964,1323,10
903,903,399,102,20,1018,1238,10
904,904,143,158,12,468,753,10
905,905,18,484,10,1308,1412,10
906,906,250,411,30,598,1025,10
907,907,19,273,25,3922,4331,10
908,908,365,28,9,841,1425,10
909,909,387,297,10,389,853,10
910,910,433,447,20,2755,3718,10
911,911,214,274,24,5385,5688,10
912,912,489,338,17,5473,5825,10
913,913,130,494,6,2988,3202,10
914,914,23,67,30,1443,1790,10
915,915,374,489,20,916,1239,10
916,916,126,30,10,858,1436,10
917,917,112,467,10,1036,1292,10
918,918,489,274,31,2040,2350,10
919,919,61,214,4,1221,1633,10
920,920,166,440,12,526,1136,10
921,921,56,75,24,5453,6168,10
922,922,210,276,5,47,492,10
923,923,80,286,10,829,1082,10
924,924,17,459,10,1606,1891,10
925,925,66,448,10,876,1287,10
926,926,351,128,15,4802,5343,10
927,927,352,176,20,311,697,10
928,928,490,286,29,1997,2300,10
929,929,247,219,17,31,369,10
930,930,86,268,10,681,1176,10
931,931,398,329,17,597,746,10
932,932,272,402,10,500,896,10
933,933,317,123,20,546,1096,10
934,934,408,318,15,2463,2802,10
935,935,66,31,25,4157,4350,10
936,936,425,448,9,3144,3331,10
937,937,35,304,30,785,1075,10
938,938,471,94,30,4045,4066,10
939,939,470,473,10,1707,1860,10
940,940,224,56,13,4660,4952,10
941,941,343,47,20,931,1404,10
942,942,52,18,28,3268,3707,10
943,943,16,68,20,1278,1352,10
944,944,195,185,20,390,627,10
945,945,92,236,20,739,1443,10
946,946,76,462,18,3753,4015,10
947,947,124,56,20,713,1138,10
948,948,481,454,14,1167,1517,10
949,949,477,483,20,1359,1687,10
950,950,481,124,10,911,1477,10
951,951,389,156,27,2806,3038,10
952,952,384,16,20,1264,1661,10
953,953,492,34,5,3153,3451,10
954,954,371,200,10,802,1113,10
955,955,153,235,10,256,530,10
956,956,428,202,24,3405,3945,10
957,957,257,391,22,6313,6871,10
958,958,421,218,10,635,1517,10
959,959,206,186,10,407,1214,10
960,960,393,301,30,663,883,10
961,961,204,187,30,497,1025,10
962,962,468,475,10,989,1518,10
963,963,477,122,10,1321,1439,10
964,964,100,66,15,5415,5902,10
965,965,489,27,10,1404,2086,10
966,966,12,451,20,1102,1390,10
967,967,197,270,30,270,616,10
968,968,311,422,29,3787,4236,10
969,969,489,17,10,1338,1822,10
970,970,13,214,21,5360,5589,10
971,971,440,247,20,811,1333,10
972,972,28,467,34,5236,5625,10
973,973,388,325,10,1080,1147,10
974,974,270,401,20,310,989,10
975,975,5,445,30,1193,1414,10
976,976,198,271,20,198,597,10
977,977,480,131,5,2670,2950,10
978,978,437,98,16,4255,4774,10
979,979,131,246,17,3070,3706,10
980,980,49,437,7,1320,2220,10
981,981,270,49,30,1075,1381,10
982,982,337,41,8,3917,4222,10
983,983,318,280,20,153,742,10
984,984,154,392,9,411,961,10
985,985,493,111,26,2069,2379,10
986,986,399,450,20,1312,1677,10
987,987,67,452,30,940,1336,10
988,988,34,239,16,840,1031,10
989,989,343,276,15,109,664,10
990,990,393,12,10,1149,1445,10
991,991,236,247,20,178,362,10
992,992,340,291,22,1722,2162,10
993,993,3,292,20,1018,1146,10
994,994,209,68,27,6108,6556,10
995,995,18,225,8,2704,2947,10
996,996,147,435,20,859,1221,10
997,997,335,99,25,4797,5070,10
998,998,485,24,20,1059,1630,10
999,999,470,475,30,1115,1487,10
1000,1000,341,58,10,856,1053,10
