,CUST NO.,XCOORD.,YCOORD.,DEMAND,READY TIME,DUE DATE,SERVICE TIME
796,796,446,169,10,3054,3475,90
797,797,188,356,20,1587,2337,90
798,798,312,252,20,690,1159,90
799,799,69,485,10,2107,2569,90
800,800,413,353,10,1516,1945,90
801,801,54,446,20,277,559,90
802,802,56,357,10,1637,2099,90
803,803,230,105,10,2762,3313,90
804,804,196,302,20,113,594,90
805,805,391,373,10,2851,3428,90
806,806,101,295,30,788,1289,90
807,807,234,350,10,2525,2869,90
808,808,215,108,20,2671,3008,90
809,809,142,457,10,1402,1943,90
810,810,283,425,20,655,1221,90
811,811,77,397,10,729,1269,90
812,812,105,317,10,2749,3229,90
813,813,382,213,20,1598,1992,90
814,814,213,76,20,1093,1666,90
815,815,417,56,20,1654,2070,90
816,816,183,340,10,2525,2988,90
817,817,123,242,20,2963,3577,90
818,818,475,136,20,907,1311,90
819,819,377,246,20,2890,3379,90
820,820,310,484,30,449,962,90
821,821,47,280,10,249,717,90
822,822,57,456,20,282,805,90
823,823,313,266,20,258,647,90
824,824,475,145,30,965,1450,90
825,825,400,376,40,541,1143,90
826,826,290,416,30,170,877,90
827,827,277,369,30,256,725,90
828,828,91,303,20,2017,2540,90
829,829,194,301,30,249,643,90
830,830,254,238,30,2376,3076,90
831,831,215,91,30,2074,2667,90
832,832,500,162,20,1905,2431,90
833,833,56,287,20,197,679,90
834,834,289,452,20,2632,3124,90
835,835,378,326,30,148,691,90
836,836,197,350,30,1037,1496,90
837,837,243,88,20,1515,2106,90
838,838,250,72,20,946,1465,90
839,839,101,290,20,1005,1456,90
840,840,351,480,30,1482,2098,90
841,841,67,357,10,2887,3362,90
842,842,128,240,10,3138,3593,90
843,843,253,81,10,798,1413,90
844,844,307,227,30,2688,3178,90
845,845,233,441,20,3024,3586,90
846,846,311,47,10,894,1406,90
847,847,292,456,20,2305,2891,90
848,848,183,187,20,1568,2128,90
849,849,392,31,20,2741,3199,90
850,850,103,251,10,1104,1572,90
851,851,300,443,10,1835,2317,90
852,852,420,295,10,1547,2117,90
853,853,427,64,30,1129,1615,90
854,854,372,354,30,1803,2238,90
855,855,101,263,20,1038,1434,90
856,856,141,454,20,1497,2035,90
857,857,146,461,20,1389,1765,90
858,858,298,430,30,362,737,90
859,859,148,270,10,103,609,90
860,860,76,287,20,1710,2078,90
861,861,308,55,30,711,1192,90
862,862,143,257,10,360,802,90
863,863,393,2,30,871,1247,90
864,864,385,28,10,2091,2641,90
865,865,204,291,20,2733,3234,90
866,866,132,272,30,2181,2567,90
867,867,206,379,10,317,777,90
868,868,69,383,10,2308,2793,90
869,869,245,96,20,1561,2004,90
870,870,431,301,10,1316,1781,90
871,871,448,94,20,3014,3454,90
872,872,199,305,30,1356,2044,90
873,873,95,356,10,3122,3637,90
874,874,328,498,20,967,1419,90
875,875,108,222,10,1305,1849,90
876,876,341,26,10,1096,1640,90
877,877,63,454,10,278,851,90
878,878,222,357,30,1406,1788,90
879,879,416,364,20,1750,2285,90
880,880,127,278,10,1969,2404,90
881,881,140,252,20,353,1001,90
882,882,218,298,30,2482,3091,90
883,883,432,87,10,2650,3226,90
884,884,216,300,30,2461,2926,90
885,885,438,72,10,962,1395,90
886,886,184,178,10,1286,1782,90
887,887,345,468,10,2530,2984,90
888,888,150,435,20,2081,2668,90
889,889,395,365,30,185,722,90
890,890,208,371,20,540,929,90
891,891,190,292,10,559,1092,90
892,892,78,479,30,926,1412,90
893,893,104,198,20,2166,2601,90
894,894,346,13,20,1431,2102,90
895,895,47,388,20,981,1566,90
896,896,315,57,20,971,1532,90
897,897,110,199,10,2113,2462,90
898,898,323,60,10,1102,1598,90
899,899,308,82,30,2764,3274,90
900,900,216,374,30,900,1330,90
901,901,326,253,10,820,1417,90
902,902,308,232,30,2788,3267,90
903,903,118,223,10,217,621,90
904,904,149,444,20,2445,2864,90
905,905,95,395,30,212,717,90
906,906,117,319,10,2922,3454,90
907,907,262,352,10,1435,1998,90
908,908,468,135,10,830,1193,90
909,909,351,31,20,652,1133,90
910,910,361,15,20,1980,2416,90
911,911,195,300,10,256,820,90
912,912,397,27,20,2209,2727,90
913,913,179,311,10,118,665,90
914,914,77,133,10,503,1074,90
915,915,66,397,10,895,1516,90
916,916,366,352,10,2667,3152,90
917,917,221,87,20,1206,1761,90
918,918,347,23,30,942,1419,90
919,919,176,358,10,1934,2377,90
920,920,229,78,20,2373,2780,90
921,921,272,246,10,22,606,90
922,922,293,67,20,187,651,90
923,923,140,265,40,1313,1933,90
924,924,238,83,20,1388,1858,90
925,925,136,296,30,3097,3612,90
926,926,218,98,30,1837,2327,90
927,927,290,440,40,1370,2033,90
928,928,29,302,20,1991,2339,90
929,929,290,425,30,179,770,90
930,930,124,247,20,2878,3471,90
931,931,442,287,30,2648,3160,90
932,932,294,64,10,191,769,90
933,933,74,165,10,2733,3184,90
934,934,382,245,20,2811,3266,90
935,935,405,24,10,274,923,90
936,936,211,97,20,683,1101,90
937,937,88,390,30,478,948,90
938,938,37,295,20,1705,2238,90
939,939,359,371,10,2311,2692,90
940,940,186,372,20,1538,1993,90
941,941,116,446,20,1688,2269,90
942,942,293,249,10,43,505,90
943,943,83,228,20,475,984,90
944,944,96,269,10,715,1375,90
945,945,179,284,30,890,1332,90
946,946,368,219,20,793,1248,90
947,947,66,359,20,2939,3535,90
948,948,189,338,10,2765,3303,90
949,949,163,277,10,3282,3733,90
950,950,5,296,10,2319,2613,90
951,951,152,478,20,872,1317,90
952,952,366,34,10,1910,2421,90
953,953,429,80,20,583,1208,90
954,954,464,178,10,2477,3065,90
955,955,138,196,30,1926,2220,90
956,956,87,481,10,2595,3032,90
957,957,425,99,20,231,769,90
958,958,241,362,10,2306,2674,90
959,959,207,289,20,2771,3383,90
960,960,264,365,10,1009,1661,90
961,961,102,289,20,1062,1582,90
962,962,233,346,20,2550,3031,90
963,963,78,141,30,203,791,90
964,964,196,348,10,948,1400,90
965,965,216,92,20,2165,2759,90
966,966,444,309,20,2189,2821,90
967,967,313,263,20,320,772,90
968,968,211,198,30,2507,2972,90
969,969,314,436,10,1951,2411,90
970,970,217,189,20,419,869,90
971,971,197,178,20,874,1402,90
972,972,60,497,10,1677,2236,90
973,973,206,312,40,1790,2370,90
974,974,197,351,20,1119,1596,90
975,975,305,233,20,2899,3342,90
976,976,297,250,30,2978,3777,90
977,977,71,348,10,2904,3365,90
978,978,11,269,10,924,1457,90
979,979,247,447,10,3024,3375,90
980,980,386,213,20,1685,2467,90
981,981,292,434,10,591,1079,90
982,982,436,301,20,1095,1811,90
983,983,145,221,20,517,1058,90
984,984,224,96,40,1892,2464,90
985,985,59,128,20,1288,1865,90
986,986,489,150,50,1640,2116,90
987,987,152,225,30,794,1353,90
988,988,426,85,10,461,954,90
989,989,415,73,20,1358,1792,90
990,990,440,70,10,2169,2734,90
991,991,320,476,30,438,769,90
992,992,57,132,10,1127,1656,90
993,993,405,311,30,166,745,90
994,994,109,250,10,1374,1865,90
995,995,428,314,20,801,1343,90
996,996,40,288,20,1679,2068,90
997,997,175,282,10,952,1459,90
998,998,298,456,30,2202,2622,90
999,999,208,101,10,467,947,90
1000,1000,342,52,10,218,660,90
